EINSATZORT ID;EINSATZORT BEZEICHNUNG;EINSATZORT STRASSE;EINSATZORT PLZ
MN182185;Erding (Er);Dachauer Straße 63;85435
MN182231;Wartenberg (La);Am Kleinfeld 8;85456
DUP266-MN184;Ottobrunn (Da);Rosenheimer Landstraße 145;85521
MNFM100121456;ZB 8502 mech Ottobrunn;Finsinger Feld 5a;85521
MN182195;Haar (Da);Hans-Pinsel-Str. 7;85540
MNFM100110205;TU - GTI Trans;Johann-Karg-Str. 2k;85540
MN182206;Kirchheim (Da);Hürder Str.4 (Heimstetten);85551
MNFM100135413;Henne Nutzfahrzeuge GmbH;Hürderstraße 6 ;85551
MN182182;Ebersberg (Er);Eichthalstr. 10;85560
MN182193;Grafing (Er);Bahnhofstraße 32;85567
MN182210;Markt Schwaben (Er);Wiegenfeldring 7;85570
MNFM100124690;WO/DO Ottenhofen;Raiffeisenstr. 15;85570
MN182230;Vaterstetten (Er);Baldhamer Str. 39;85591
MN182234;Zorneding (Er);Moosacher Weg 3;85604
DUP417-MN181;HUB 85 - stationär;Eichendorffstr. 30;85609
MN183571;8503 München 3;Eichendorffstraße 30;85609
MN183572;ZB Aschheim;Eichendorffstraße 30;85609
MNFM100005135;FZ Aschheim;Eichendorffstr. 30;85609
MNFM100135344;SNL IT P&P Standort Firmenwagen;Eichendorffstr. 28-30;85609
NEUDUP417-MN181;Abt. 32 PZ Aschheim;Eichendorffstr. 30;85609
MNFM100131582;HelplinePro  AH Sternpark Servic;Otto-Lilienthal-Ring 16-20;85622
MNFM100135544;BayWa AG;Hohenlindner Straße 31 ;85622
MN182192;Glonn (Er);Bahnhofsstr. 7;85625
MN182196;Höhenkirchen-Siegertsbrunn (Da);Münchner Str. 2;85635
MNFM100135620;Fritz Mühlenbäckerei GmbH;Münchener Str. 28 ;85653
MN182187;Forstinning (Er);Münchener Straße 12;85661
MN182227;Unterschleißheim (Da);Siemensstr. 12a;85716
MN183575;ZB Unterschleißheim;Kreuzstr. 81 f;85716
MNFM100005841;DHL Freight GmbH Unterschleißhei;Franz-Lehner-Straße 11;85716
MNFM100007057;Service Center München;Kreuzstr. 81c;85716
MNFM100122624;ZUI Gambs Unterschleißheim LR85;Siemensstr. 9-11;85716
MNFM100122661;ZUI Gambs GmbH Untersch. LR80,81;Siemensstr.9;85716
MNFM100124760;DHL Express München GmbH;Kreutzstr. 81 c;85716
MNFM100125181;DHL Expr GmbH München (TU Bellla;Kreuzstr. 81 c;85716
MNFM100125182;DHL Express München;Kreuzstr. 81c;85716
MNFM100125960;DHL Express München;Kreuzstr. 81c;85716
MNFM100126741;DHL Express München;Kreuzstr. 81c;85716
MNFM100126886;DHL Express München;Kreuzstr. 81c;85716
MNFM100127660;DHL Express München GmbH;Kreuzstr. 81c;85716
MNFM100128820;DHL Express München;Kreuzstr. 81c;85716
MNFM100130480;DHL Express München GmbH;Kreuzstr. 81c;85716
MNFM100135724;Alphabet Fuhrparkmanagement;Konrad-Zuse-Straße 1 ;85716
MNFM100137210;SC München// Fr Schula;Kreuzstr. 81c;85716
MN182201;Ismaning (Da);Dr.-Schmitt-Straße 9;85737
MNFM100114045;Garching (Da);Schleißheimer Str. 15b;85748
MNFM100135573;Deutsche Leasing Fleet GmbH;Mittenheimer Straße 68 ;85764
MN181125;ZSPL Augsburg-Stadt;Holzbachstr 3;86152
MN181176;ZSP Augsburg 54;Holzbachstr. 3;86152
BT86100000003;ZSPL Augsburg-Land;August-Wessels-Str. 12;86154
DUP485-MN181;HUB 86 - stationär;Stuttgarter Straße 33;86154
DUP491-MN181;8600 Augsburg;Stuttgarter Str. 33;86154
MNFM100005425;FSP  EX  Augsburg;Stuttgarter Str. 33;86154
MNFM100006445;ZSP Augsburg 55;August-Wessels-Str. 12;86154
MNFM100135323;SNL IT P&P Standort Firmenwagen;Stuttgarter Str. 33;86154
MNFM100135552;Lechwerke AG;Biberbachstraße 5 ;86154
MN181120;ZSP Augsburg 52;Affinger Str. 3  1/2;86167
MN181119;ZSP Augsburg 21;Hofacker Str. 24;86179
MN181118;ZSP Augsburg 22;Bgm-Aurnhammer-Str 9;86199
MN181143;ZSP Friedberg;Bahnhofstraße 35;86316
MN181151;ZSP Kissing;Eckstr. 5;86316
MN181156;ZSP Königsbrunn;Schwabenstr. 41 1/2;86343
MN181167;ZSP Neusäß;Hindenburgstraße 2;86356
MNFM100000890;Depot Augsburg;Regensburger Str. 9;86356
DUP112-MN184;NL  Brief Augsburg;Otto-Hahn-Str. 4;86368
MN181145;ZSP Gersthofen;Henleinstr. 33a;86368
MNFM100005428;FSP  Bf  Augsburg;Otto-Hahn-Str.4;86368
MNFM100005451;Abtlg. 31 A;Otto-Hahn-Str. 4;86368
MNFM100006704;TU - Lorenz Transporte;Siemensstraße 14;86368
MNFM100008630;Abt. 19 A;Otto-Hahn-Str. 4;86368
MNFM100122643;ZUI MAN Truck&Bus  Augsburg LR86;Röntgenstr.5;86368
MNFM100135387;Adolf Rahenbrock GmbH & Co. KG;Mercedesring 1 ;86368
MNFM100135388;E-VADE GmbH;Mercedesring 1;86368
MNFM100135499;Auto Gohr GmbH;Mercedesring 1 ;86368
MNFM100135524;CCC Car Center Colonia;Mercedesring 1 ;86368
MNFM100135654;Alphabet Fuhrparkmanagement;Welserstr. 10 ;86368
MN181153;ZSP Krumbach (Schwaben);Textilstraße 1;86381
MN181133;ZSP Bobingen;Gutenbergstr. 11;86399
MN181162;ZSP Meitingen;Raiffeisenstr. 6;86405
MNFM100135464;BayWa AG;Markter Str. 2 ;86405
MN181163;ZSP Mering;Bahnhofstraße 5;86415
MN181138;ZSP Diedorf;Schmutterstr. 3;86420
MN181185;ZSP Zusmarshausen;Wertinger Str. 2a;86441
MNFM100135660;DeTeFleetServices GmbH;Dreilindenstr. 5;86441
MNFM100135679;Alphabet Fuhrparkmanagement;Dreilindenstraße 5 ;86441
MNFM100120325;DHL Freight GmbH;Unterkreuthweg 7;86444
BT86100000004;ZSP Aindling;C.-Huberinus-Str. 3;86447
MN181140;ZSP Dasing;Unterzeller Straße 3;86453
MNFM100131686;HelplinePro  AH Jehmiller e.K.;Gottlieb-Daimler-Str.5;86462
DUP116-MN184;ZSP Schrobenhausen 10;Pöttmeser Str. 31;86529
MN181117;ZSP Aichach;Flurstraße 65;86551
MN181170;ZSP Pöttmes;Von-Gumppenberg-Str. 51;86554
DUP114-MN184;ZSP Donauwörth;Ludwig-Auer-Str.12;86609
MNFM100004590;ZSP Donauwörth/Fracht;Ludwig-Auer-Str. 12;86609
MNFM100006710;ZSPL  Donauwörth;Ludwig-Auer-Str.12;86609
MNFM100135428;Wagner Automobile GmbH;Joseph-Gänsler-Str. 17;86609
MNFM100135773;Gustav Dinger Textilpflege;Sallinger Str. 3 ;86609
MN181165;ZSP Neuburg a. d. Donau 1;Münchener Straße 38;86633
MN181182;ZSP Wertingen;Industriestr. 11;86637
MNFM100135778;Bäckerei Anton Wagner;Alte Wertinger Straße 11 ;86637
MN181172;ZSP Rain;Neuburger Straße 2;86641
MN181184;ZSP Wemding;Kapuzinergraben 3;86650
MN181161;ZSP Monheim;Ludwig-Thoma-Str. 8;86653
MN181148;ZSP Harburg (Schwaben);Steinweg 1;86655
MN181134;ZSP Burgheim;Bahnhofstraße 40;86666
MN181131;ZSP Mertingen;Gewerbepark  Ost 45;86690
MN181166;ZSP Nördlingen;Augsburger Str.16;86720
MN181168;ZSP Oettingen i. Bay.;Mühlstraße 7;86732
MN181130;ZSP Buchloe;Werner-von-Siemens-Str. 1;86807
MN181132;ZSP Bad Wörishofen;Zeppelinstr. 9;86825
MN181175;ZSP Schwabmünchen;Siemensstr. 21;86830
MNFM100004797;ZSP Untermeitingen;Siebener Weg 2;86836
MNFM100118076;PZ 88 / ASC Graben;Zeppelinstr. 8;86836
MNFM100128682;Betreibergesell. Verteilzentrum;Zeppelinstr. 8;86836
MN181178;ZSP Türkheim;Maximilian-Philipp-Str. 25;86842
MN181144;ZSP Fischach;Hauptstraße 18;86850
MN181159;ZSP Landsberg am Lech 10;Max-Planck-Str. 2;86899
MNFM100004407;ZSP Landsberg 20  / Fracht;Spöttinger Str. 16;86899
MNFM100006450;ZSPL Landsberg am Lech;Max-Planck-Str. 2;86899
MNFM100135644;Alphabet Fuhrparkmanagement;Hindenburgring 12 ;86899
MN181179;ZSP Utting a. Ammersee;Industriestraße 23;86919
MN181137;ZSP Fuchstal;Bahnhofstr. 24;86925
MN181149;ZSP Hofstetten;Am Büchele 7;86928
MN181174;ZSP Schongau 10;Bahnhofstr. 40;86956
MNFM100122659;ZUI Heinz Resch&Co. Peiting LR87;Ammergauer Str.64;86971
MN181158;ZSP Lechbruck am See;Geisenmoos 7;86983
MNFM100001582;ZSP Kempten 20;Gebhartstr. 2-4;87437
MNFM100004589;ZSP Kempten/Fracht;Daimler Str. 25;87437
MNFM100004733;ZSP Kempten 31;Daimlerstr.  25;87437
MNFM100005452;Abtlg. 31 KE;Daimlerstraße 25;87437
NEUDUP376-MN184;FSP  Bf  Kempten;Daimlerstraße 25;87437
NEUMN183123;ZSPL Kempten Briefzentrum;Daimlerstraße 25;87437
NEUMN183105;ZSP Altusried;Zugspitzstr. 2;87452
NEUMN183136;ZSP Pfronten;Tiroler Str. 116;87459
NEUMN183110;ZSP Dietmannsried;Glaserstrasse 2;87463
NEUMN183130;ZSP Oy-Mittelberg;Haagerstr. 12;87466
NEUMN183107;ZSP Buchenberg;Kürnacher Str.  10;87474
MNFM100007142;ZSP Sulzberg;Gewerbepark 15 c;87477
NEUMN183146;ZSP Weitnau;Boschensäge 1d;87480
NEUMN183118;ZSP Immenstadt i. Allgäu;Bahnhofstraße 38;87509
MNFM100004591;ZSP Sonthofen/Fracht;Bahnhofplatz 3;87527
NEUMN183142;ZSP Sonthofen;Bahnhofsplatz 3;87527
NEUMN183135;ZSP Oberstaufen;Wengen 15a;87534
NEUMN183134;ZSP Oberstdorf;Im Oberen Winkel 14;87561
MNFM100004279;ZSP Kaufbeuren 20;Melchior-Elch-Str. 3;87600
MNFM100004588;ZSP Kaufbeuren-Ring/Fracht;Melchior-Elch-Str. 3;87600
MNFM100008446;FSP  Bf  Kaufbeuren;Heinzelmannstr. 1;87600
NEUMN183120;ZSP Kaufbeuren 10;Julius-Probst-Str. 2;87600
MNFM100135647;Alphabet Fuhrparkmanagement;Johann-Georg-Fendt-Str. 38 ;87616
NEUMN183126;ZSP Marktoberdorf;Iglauerstr. 10;87616
NEUDUP374-MN184;ZSP Füssen;Hiebeler Str. 45;87629
NEUMN183140;ZSP Seeg;Am Osterösch 3;87637
MNFM100134124;ZSP Kraftisried;Mühlenstr. 7;87647
MNFM100135550;BayWa AG;Gewerbepark 1-5 ;87675
MNFM100004348;ZSP Memmingen 20;Litzelsdorfer Str. 5;87700
MNFM100006448;ZSPL Memmingen;Schlachthofstr. 41;87700
MNFM100131760;helplinePro AH Onar Robil;Teramostr. 27;87700
NEUDUP378-MN184;ZSP Memmingen 10;Schlachthofstr. 41;87700
NEUMN183129;ZSP Mindelheim;Säulingstr. 3;87719
NEUMN183109;ZSP Babenhausen;Auf der Wies 33-35;87727
MNFM100130780;ZSP Hawangen;Kemptenerstr, 6;87749
NEUMN183137;ZSP Pfaffenhausen;Industriestr. 10;87772
MN184217;88045 Friedrichshafen;Otto-Lilienthal-Str. 12;88045
MNFM100131721;helplinePro Autotechnik Rieser;Adelheidstrasse 35;88046
MNFM100123544;ZUI_Schmidt_Friedrichshafen_LB88;Eisenbahnstr. 29-31;88048
MN184246;88069 Tettnang;Temesburger Str. 2;88069
MNFM100137229;helpline Car Garage;Marienfelder Str. 3;88069
MN184226;88085 Langenargen;Krumme Jauchert 19;88085
MN184223;88131 Lindau;Heuriedweg 35 A;88131
MN184224;88161 Lindenberg;Gossholzerstr. 2;88161
MNFM100129983;Sg 3540 Betriebssteuerung;Schäfflerstr. 1;88161
MN184250;ZSPL Wangen;Lindauer Straße 34;88239
MNFM100135700;Alphabet Fuhrparkmanagement;Karl-Maybach-Str. 5 ;88239
DUP524-MN184;88250 FSP Ravensburg;Herknerstraße 10;88250
MNFM100005358;Abt. 30;Herknerstr. 10;88250
MNFM100005359;BZ Ravensburg Abt. 31;Herknerstraße 10;88250
MNFM100123040;ZSPL Ravensburg;Herknerstr. 10;88250
MN184252;88255 Baienfurt;Kartonstr. 5;88255
MNFM100135203;88267 Vogt;Schachenstr. 21;88267
MN184251;88271 Wilhelmsdorf;Rotäcker 6;88271
DUP520-MN184;88299 Leutkirch;Ruppert-App Str. 1;88299
MNFM100131728;helplinePro BOSCH Service Sichle;Rupert-App-Straße 4;88299
MN184220;88316 Isny;Notr-Dame-d-Graven-Str. 20;88316
MN184205;88326 Aulendorf;Poststraße 10;88326
MN184211;88339 Bad Waldsee;Robert-Bosch-Str. 3;88339
MNFM100136890;helpline AH Fimpel;Riedweg 6;88339
MNFM100004188;ZSPL Bad Saulgau;Badstr. 1;88348
MN184222;88353 Kißlegg;Schloßstr. 60;88353
MN184206;88361 Altshausen;Max Planck Str. 16/1;88361
MN184218;88367 Hohentengen;Silberhärte 4;88367
MN184210;88400 Biberach;Wilhelmstr. 19;88400
MNFM100135466;BayWa AG;Freiburger Str. 42 ;88400
MN184208;88410 Bad Wurzach;Zeppelinstr. 2/2;88410
MN184234;88416 Ochsenhausen;Kolpingstr. 3;88416
MN184207;88422 Bad Buchau;Oberbachstr. 41;88422
MNFM100007663;NL Ummendorf (FFZ);Alte Umlach 6;88444
MNFM100123826;88450 Berkheim;Alpenstr. 2;88450
MN184227;ZSPL Laupheim;König-Wilhelm-Straße 35;88471
MN184245;88477 Schwendi;Hauptstr. 25/1;88477
MN184238;88499 Riedlingen;Opelstr. 3;88499
MN184230;88605 Meßkirch;Veritasring 5;88605
MNFM100135909;88630 Pfullendorf;Heiligenberger Str. 47;88630
MN184248;88662 Ueberlingen;Rauensteinstr. 21;88662
MN184233;88677 Markdorf;Planckstr. 9;88677
MN184244;88682 Salem;Am Wasserstall 10;88682
MNFM100136893;helpline Löhle KFZ-Werkstatt;In Oberwiesen 13;88682
MNFM100130620;Postbank - eine Niederlassung de;Bahnhofplatz 2;89073
MNFM100131000;PB Firmenkunden AG;Bahnhofplatz 2;89073
MNFM100129342;c/o Hensoldt/Airbus DS;Wörthstr. 85;89077
NEUDUP658-MN184;89129 Langenau;Hindenburgstr. 27;89129
NEUMN184843;89134 Blaustein;Marktplatz 1;89134
NEUMN184844;89143 Blaubeuren;Dr.-Georg-Spohn-Str. 43;89143
NEUMN184872;89150 Laichingen;Gottlieb-Daimler-Str. 17/1;89150
NEUMN184853;89155 Erbach;Erlenbachstr. 64;89155
MNFM100129584;TU Spedition W. Roth GmbH;Ahornweg 12;89173
NEUMN184898;89198 Westerstetten;Häuslesäcker 12;89198
BT88100000000;89231 Neu-Ulm - ZSP Neu-Ulm 30;Von-Liebig-Str. 33;89231
MNFM100005360;BZ Ulm Abt. 31;Von-Liebig-Str. 33;89231
MNFM100007058;Business Unit Neu Ulm;Böttgerstr. 4/2;89231
MNFM100008417;89231 Neu-Ulm 2;Von-Libig-Str. 33;89231
MNFM100008468;89231 Neu-Ulm - ZSP Ulm 79;Von-Liebig-Str. 33;89231
MNFM100118007;TU CsM - DHL Express Neu-Ulm;Böttgerstr. 4/2;89231
MNFM100128601;89231 Neu-Ulm - mechZB Neu-Ulm;Otto-Hahn-Str. 28;89231
MNFM100132940;DHL Express Ulm GmbH;Böttgerstr. 4/2;89231
MNFM100133703;Arbeitsschutz-Soziales;Von-Liebig-Str. 33;89231
MNFM100135473;Schwabengarage GmbH Zentrum;Otto-Renner-Str. 2 ;89231
MNFM100135475;Wilhelm Mayer GmbH & Co. KG;Industriestr. 29-33  ;89231
MNFM100135603;Auto-Fiegl GmbH;Otto-Renner-Str. 2 ;89231
MNFM100135690;Schwabengarage GmbH Neu-Ulm;Otto-Brenner-Str. 2 ;89231
NEUBT89100000023;89231 Neu-Ulm 10;Otto-Renner-Str. 10;89231
NEUDUP660-MN184;89231 FSP Ulm;Von-Liebig-Str. 33;89231
NEUDUP664-MN184;ZSPL Ulm;Von-Liebig-Str. 33;89231
NEUMN184880;89231 Neu-Ulm - ZSP Nersingen;Otto-Renner-Str. 10;89231
MNFM100005966;DHL Freight GmbH Weißenhorn;Daimlerstr. 43;89264
NEUMN184900;89264 Weißenhorn;Günzburger Str. 33;89264
NEUMN184896;89269 Vöhringen;Carl-Benz-Str. 14;89269
MNFM100135639;Deutsche Leasing Fleet GmbH;Römerstrasse 23 ;89278
MNFM100124088;89290 Buch;Gewerbestr. 21;89290
MNFM100004451;89312 Günzburg - PZ 89;Ferdinand-Porsche-Str.1 / Abt 35;89312
NEUDUP654-MN184;ZSPL Günzburg;Ferdinand-Porsche-Str. 1;89312
NEUDUP755-MN181;89312 FSP Günzburg;Ferdinand-Porsche-Str. 1;89312
NEUMN184867;89312 Günzburg - ZSP Ichenhausen;Ferdinand-Porsche-Str. 1;89312
NEUMN184845;89331 Burgau;Dieselstr. 5;89331
MNFM100123543;ZUI_Köberling_Leipheim_LB89;Riedweg 3;89340
NEUMN184847;89407 Dillingen;Einsteinstr. 30;89407
NEUMN184856;89423 Gundelfingen;Industriestr. 40;89423
NEUDUP656-MN184;89518 Heidenheim;Bahnhofsplatz 3;89518
NEUMN184859;89542 Herbrechtingen;Am Bühlfeld 19;89542
NEUMN184855;89547 Gerstetten;Karlstr. 32;89547
NEUMN184891;89555 Steinheim;Albuchstr. 19/1;89555
NEUMN184892;89567 Sontheim;Brenzer Str. 10;89567
NEUDUP652-MN184;89584 Ehingen;Max-Planck-Str. 19;89584
MNFM100131722;helplinePro 1a autoservice Harsc;Hauptsraße 24;89613
MN183898;Nürnberg 411 Ziegelstein;Ziegelsteinstraße 47;90411
MNFM100110365;DHL Global Forwarding GmbH;Kilianstr. 142;90425
MNFM100113905;MechZB Nürnberg;Wittekindstr. 26;90431
MNFM100131181;ÜP 90431 Nürnberg;Leyerstraße 103;90431
MNFM100135429;besico Siller & Buttenhauser;Leyher Straße 152 ;90431
MNFM100136909;Museum //Fr Grether;Lessingstr. 6;90433
MNFM100131180;ÜP 90439 Nürnberg;Zweibrückenerstraße 51;90439
MN183895;Nürnberg 449 Eibach;Donauwörtherstr. 12;90451
MNFM100008153;NL Nürnberg;Pressburger Str. 7;90451
MNFM100124220;Nürnberg 453 Reichelsdorf;Vorjurastr. 150;90453
BT90100000040;Nürnberg 455 Herpersdorf;Plattenäckerweg 6;90455
MN18881;MechZB Nürnberg-Langwasser;Poststraße 6;90471
MNFM100003702;Abt. 14, Nürnberg;Poststraße 2;90471
MNFM100004450;stationäre Brief (Abt.31);Poststraße 2;90471
MNFM100007410;Auslieferung Brief;Postraße 2;90471
MNFM100007666;Hausservice NL Brief;Poststraße 2;90471
MNFM100008181;Sg Flächenvertr/EB-Team Nürnberg;Poststr. 2, Btl. C 219-221;90471
MNFM100008437;Nürnberg 471 Poststraße;Poststraße 2;90471
MNFM100008438;Nürnberg Stadt;Poststraße 2;90471
MNFM100110808;Fleet//Hr Stenglein;Poststraße 2;90471
MNFM100115207;SStp Nürnberg;Poststraße 2;90471
MNFM100116807;BZ 90 Nürnberg;Poststraße 2;90471
MNFM100116808;TAS-Brief;Poststraße 2;90471
MNFM100116845;ELN Depot;Poststraße 2;90471
MNFM100117207;BR;Poststraße 2;90471
MNFM100118826;SStp Nürnberg;Poststr. 2;90471
MNFM100119059;VD KSC;Poststr. 2;90471
MNFM100121000;Qualitätsmanagement;Poststr. 2;90471
MNFM100122251;ZB Nürnberg;Poststr. 2;90471
MNFM100124693;WO/DO Nürnberg;Kerschensteinerstr. 83;90471
MNFM100125801;Nürnberg 480 Nbg Ost;Poststr.2;90471
MNFM100126144;TS Nürnberg SStp Nürnberg;Poststr. 2;90471
MNFM100126216;TS Nürnberg WO/DO;Poststr. 2;90471
MNFM100126289;TS Nürnberg FM Koordination ;Poststr. 2;90471
MNFM100126363;TS Nürnberg TS Koordination;Poststr. 2;90471
MNFM100134363;SNL P&P //Hr Zellmann;Poststr. 2;90471
MNFM100136849;CSG.TS//Hr Halbig;Poststr. 2;90471
DUP825-MN181;Nürnberg-DHL-Feucht;Am Tower 10;90475
MN18877;ZB Feucht;Am Tower 10;90475
MNFM100007411;stationäre Fracht (Abt.35);Am Tower 10;90475
MNFM100007412;Auslieferung Paket;Am Tower 10;90475
MNFM100116809;TAS-Feucht;Am Tower 10;90475
MNFM100117205;Hausservice HUB Feucht;Am Tower 10;90475
MNFM100136989;ZG7200//Hr Fiegl;Am Tower 10;90475
MNFM100004629;Nürnberg 478 St.Peter;Regensburgerstr. 44;90478
MNFM100001965;GeschäftskundenVertrieb Nürnberg;Kesslerstr. 1-3;90489
MNFM100117905;Gebietsleitung;Keßlerstr. 1;90489
MNFM100120375;ASt Service Südwest;Keßlerstr. 1;90489
MNFM100137049;MKV//Hr Siegmann;Keßlerstr. 1;90489
MN183937;Zirndorf;Bahnhofstraße 37;90513
MN183934;Wendelstein;Sperbersloherstr. 116;90530
MN183863;Feucht;Innere Weißenseestrasse 54;90537
MN183858;Eckental;Im Zentrum 2;90542
MN183919;Stein;Theodor-Heuss-Straße 2;90547
MNFM100131504;HelplinePro AH PR Fahrzeugtechni;Gewerbering 10;90547
MN183914;Röthenbach;Mühllach 32;90552
MN183849;Cadolzburg;Am Farnbach 18;90556
MN183848;Burgthann;Am Espen 2;90559
MN183871;Heroldsberg;Hauptstraße 119;90562
MN183882;Langenzenn;Mühlsteig 1B;90579
MNFM100131503;HelplinePro  AH  Weigl IVECO;Mühlsteig 7;90579
MN183841;Allersberg;Lerchenfeldstraße 18;90584
MN183918;Schwarzenbruck;Carl-Benz-Straße 5;90592
MNFM100135667;Alphabet Fuhrparkmanagement;Regensburgerstraße 16;90592
MN183850;Dietenhofen;Langenzenner Strasse 4;90599
DUP452-MN184;Fürth;Dr.-Mack-Str. 95;90765
DUP450-MN184;Erlangen;Rathenaustr. 18;91052
MNFM100135368;Alphabet Fuhrparkmanagement;Paul-Gossen-Str. 116 ;91052
MNFM100135716;Autohaus Konrad GmbH;Paul-Gossen-Str. 116 ;91052
MN18875;MechZB Erlangen;Graf-Zeppelin-Sr. 8;91056
MNFM100115588;SC Nürnberg;Kraftwerkstr. 27-29;91056
MNFM100121418;Büchenbach;Gundstr. 15;91056
MNFM100124500;DHL Express Nürnberg;Kraftwerstr. 27-29;91056
MNFM100125840;DHL Express Nürnberg/ Milinkovic;Kraftwerkstr. 27 - 29;91056
MNFM100129220;DHL Express Nürnberg;Kraftwerkstr. 27-29;91056
MNFM100130340;DHL Express Nürnberg GmbH;Kraftwerkstr. 27-29;91056
MNFM100134663;DDI GTW Nürnberg;Kraftwerkstr. 27-29;91056
MN183874;Herzogenaurach;Zeppelinstraße 4;91074
MN183904;Neunkirchen;Erlanger Straße 28;91077
MN183847;Baiersdorf;Industriestraße 25;91083
MNFM100123629;ZUI Baumann Baiersdorf LR90/91;Industriestr 5;91083
MNFM100133863;HelplinePro  AH Baumann  VW;Industriestr 5;91083
MN183932;Weisendorf;Höchstadter Straße 4;91085
DUP468-MN184;Schwabach;Stadtparkstraße 2;91126
MNFM100135562;Auto-Fiegl GmbH;Nürnberger Str. 51 ;91126
MN183912;Roth;Nürnberger Straße 41;91154
MNFM100135355;Auto-Fiegl GmbH;Bortenmacherstrasse 1 ;91154
MNFM100135588;Schwabengarage GmbH Zentrum;Bortenmacherstrasse 1 ;91154
MN183876;Hilpoltstein;Ohmstraße 8;91161
MN183867;Georgensgmünd;Breitenloher Weg 13;91166
MNFM100135491;besico Sachsenland GmbH;Neefestraße 270 ;9117
MN183925;Thalmässing;Äußere Nürnberger Str. 17;91177
DUP456-MN184;Lauf;Plärrer 11;91207
MN183873;Hersbruck;Houbirgstr.5;91217
MN183910;Pegnitz;Sauerbruchstraße 30;91257
MN183842;Auerbach;Industriestr. 1a;91275
DUP454-MN184;Forchheim;Äußere Nürnbergerstr. 79;91301
MN183875;Höchstadt a. d. Aisch;Große Bauerngasse 105;91315
MN183855;Ebermannstadt;Bahnhofstraße 12;91320
MN183864;Gräfenberg;Bayreuther Straße 31;91322
MN183877;Hemhofen;Peter-Händel-Straße 17;91334
MN183935;Wiesenttal;Forchheimer Straße 18a;91346
DUP464-MN184;Neustadt a. d. Aisch;Robert-Bosch-Straße 8;91413
MN183846;Bad Windsheim;Raiffeisenstraße 23;91438
MN183916;Scheinfeld;Adi-Dassler-Straße 8;91443
MN183920;Sugenheim;Mühlstraße 1;91484
DUP448-MN184;Ansbach;Naglerstr. 44;91522
MN183881;Herrieden;Dr.-Zumach-Ring 3;91522
MNFM100006256;SStp Nürnberg;Bahnhofstr. 2;91522
MN183913;Rothenburg;Schweinsdorfer Straße 34;91541
MN183851;Dinkelsbühl;Luitpoldstrasse 13b;91550
MN183862;Feuchtwangen;Sommerauer Straße 15;91555
MN183878;Heilsbronn;Adlerstraße 3;91560
MN183903;Neuendettelsau;Windsbacher Straße 10;91564
MN183915;Schillingsfürst;Frankenheimer Straße 13-15;91583
MN183860;Flachslanden;Industriestr.7;91604
MN183866;Gunzenhausen;Bahnhofstraße 33c;91710
MN183930;Wassertrüdingen;Poststraße 5;91717
MN183869;Heidenheim;Dittenheimer Straße 8;91719
MN183931;Weiltingen;Am Schaarfeld 4;91744
DUP470-MN184;Treuchtlingen;Bahnhofstr. 57;91757
MNFM100131505;HelplinePro  AH Heitele  GmbH;Bürgermeister-Korn-Str. 1;91757
MN183933;Weißenburg;Richard-Stücklen-Str. 11;91781
MN183852;Dollnstein;Reichenaustraße 14;91795
MNFM100135348;Alphabet Fuhrparkmanagement;Kastnerplatz 1 ;91804
MNFM100123634;ZUI_Auto_Fischer_Amberg_LR92;Speckmannshofer Str. 2;92224
NEUDUP102-MN184;Amberg;Kaiser-Ludwig-Ring 9;92224
NEUMN181102;Sulzbach-Rosenberg;Bahnhofstr. 32;92237
NEUMN181086;Hirschau;Georg-Schiffer-Str. 28;92242
NEUMN181108;Vilseck;Schlichter Str. 3;92249
NEUMN181094;Neukirchen;Holnsteiner Str. 1;92259
MNFM100005433;BZ Amberg 31;Untere Zell 7;92263
MNFM100005434;BZ Amberg 33;Untere Zell 7;92263
NEUDUP100-MN184;BZ Amberg 32;Untere Zell 7;92263
NEUMN181081;Ebermannsdorf;Untere Zell 7;92263
NEUMN181087;Kastl;Lauterachtalstr. 3a;92280
NEUDUP106-MN184;Neumarkt;Bahnhofplatz 4;92318
NEUMN181096;Parsberg;An der Autobahn 4;92331
NEUMN181076;Berching;Schlesierstr. 16;92334
NEUMN181084;Freystadt;Marktplatz 54;92342
NEUMN181079;Dietfurt;Im Sägfeld 1;92345
NEUMN181077;Berg;Neumarkter Str. 19;92348
NEUMN181099;Postbauer-Heng;Württemberger Str. 5;92353
MNFM100118940;SNL P&P//Hr Meier;Neumarkter Str. 5 a;92355
NEUDUP108-MN184;Schwandorf;Birkenlohstr. 3;92421
NEUMN181092;Neunburg;Söltlstr. 2;92431
NEUMN181078;Bruck;St.-Ägidius-Platz 3;92436
MNFM100131739;HelplinePro  AH Hofstetter Renau;Sauerzapfstraße 8;92507
NEUMN181091;Nabburg;Bahnhofstr. 12;92507
NEUMN181095;Oberviechtach;Industriegebiet West 12;92526
NEUMN181114;Wernberg-Köblitz;Bahnhofstr. 32;92533
NEUMN181097;Pfreimd;Hirtenstr. 9;92536
MNFM100005435;Weiden;Steinweg 5;92637
MNFM100115047;Weiden 3192;Steinweg 5;92637
MNFM100116865;Betriebstechnik;Franz-Zebisch-Str. 15;92637
MNFM100125160;EB-Teams Süd-Ost;Franz-Zebisch-Str. 15;92637
NEUDUP110-MN184;Weiden;Steinweg 5;92637
